cdID,startTime,TrackNum,Comment,Chords,Lyrics,WAV,Notation,endTime,lastPct,lastSelStart,lastSelEnd,lastGridStart,lastGridWidth,gridVisible
3,12454,1,Third Loop,,,,,14374,50,0,0,0,0,FALSE
3,11387,1,01:00:09,,,,,12454,50,0,0,0,0,FALSE
3,8614,1,First Loop,,,,,11387,50,0,0,0,0,FALSE
